pl_name,hostname,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_bmassprov,pl_orbper,pl_eqt,pl_insol,pl_orbsmax,st_teff,st_rad,st_mass,st_met,st_age,sy_dist
"HAT-P-42 b","HAT-P-42",2012,"Transit",14.34800000,331.80100000,"Mass",4.64187800000,1428.00,684.0973,0.0575000000,5743.00,1.530000,1.178000,0.2700,5.2000,405.23800000
"HAT-P-43 b","HAT-P-43",2012,"Transit",13.63000000,210.39500000,"Mass",3.33264140000,1353.00,521.8770,0.0444000000,5693.00,1.080000,1.030000,0.2000,5.7000,528.82500000
"HAT-P-44 b","HAT-P-44",2014,"Transit",13.92200000,111.87100000,"Mass",4.30121900000,1108.00,185.1190,0.0507000000,5295.00,0.949000,0.942000,0.3300,7.5000,347.85000000
"HAT-P-44 c","HAT-P-44",2014,"Radial Velocity",13.00000000,1271.30000000,"Msini",872.20000000000,187.92,0.2084,1.7520000000,5295.00,0.949000,0.942000,0.3300,7.5000,347.85000000
"HAT-P-45 b","HAT-P-45",2014,"Transit",15.98400000,283.49200000,"Mass",3.12899200000,1652.00,1052.2390,0.0452000000,6330.00,1.319000,1.259000,0.0700,2.0000,298.64000000
"HAT-P-46 b","HAT-P-46",2014,"Transit",14.39200000,156.68400000,"Mass",4.46312900000,1458.00,1405.4798,0.0577000000,6120.00,1.396000,1.284000,0.3000,2.5000,290.73600000
"HAT-P-47 b","HAT-P-47",2026,"Transit",14.71739166,65.47265184,"Mass",4.73217441000,1605.00,379.5670,,6703.00,1.515000,1.387000,-0.0260,1.5000,282.09600000
"HAT-P-49 b","HAT-P-49",2014,"Transit",17.82231000,699.22600000,"Mass",2.69155000000,2131.00,4392.0300,0.0437800000,6820.00,2.060000,2.220000,0.0700,1.5000,350.35100000
"HAT-P-5 b","HAT-P-5",2007,"Transit",13.56289000,311.47340000,"Mass",2.78849000000,1517.00,850.6754,0.0407300000,5960.00,1.120000,1.040000,0.2400,2.6000,303.33600000
"HAT-P-50 b","HAT-P-50",2015,"Transit",14.43719200,429.07050000,"Mass",3.12201090000,1862.00,2108.4362,0.0453000000,6280.00,1.698000,1.273000,-0.1800,3.3700,515.45800000
"HAT-P-51 b","HAT-P-51",2015,"Transit",13.50682174,97.57332095,"Mass",4.21802091000,1168.20,310.0000,0.0504200000,5453.00,0.995000,0.961000,0.3020,8.1000,440.08900000
"HAT-P-52 b","HAT-P-52",2015,"Transit",11.30988100,259.98494000,"Mass",2.75359530000,1218.00,227.7590,0.0369400000,5131.00,0.893000,0.887000,0.2800,9.4000,361.15500000
"HAT-P-53 b","HAT-P-53",2015,"Transit",14.77346200,471.65972000,"Mass",1.96162410000,1778.00,1400.0226,0.0315900000,5956.00,1.209000,1.093000,0.0000,4.6700,666.80200000
"HAT-P-54 b","HAT-P-54",2015,"Transit",10.58129600,241.55080000,"Mass",3.79984700000,818.00,88.6713,0.0411700000,4390.00,0.617000,0.645000,-0.1270,3.9000,143.65100000
"HAT-P-55 b","HAT-P-55",2015,"Transit",14.84069045,189.42573057,"Mass",3.58523130000,1367.00,583.0000,0.0462800000,5804.00,1.105000,1.028000,0.0030,5.3000,511.38800000
"HAT-P-56 b","HAT-P-56",2015,"Transit",16.92559000,734.18730000,"Mass",2.79083000000,1840.00,3515.0000,0.0423000000,6566.00,1.470000,1.420000,0.0000,2.0100,320.63900000
"HAT-P-57 b","HAT-P-57",2015,"Transit",19.50366000,448.14030000,"Mass",2.46530000000,2200.00,2726.6328,0.0406000000,6330.00,1.850000,2.770000,-0.2500,1.0000,279.86000000
"HAT-P-58 b","HAT-P-58",2021,"Transit",14.93036229,118.23216740,"Mass",4.01383790000,1622.00,1146.0000,0.0499400000,6078.00,1.530000,1.031000,-0.2240,7.1100,515.59000000
"HAT-P-59 b","HAT-P-59",2021,"Transit",12.58768533,489.45574678,"Mass",4.14197710000,1277.80,441.4000,0.0506400000,5678.00,1.103800,1.008000,0.2170,7.3000,265.47100000
"HAT-P-6 b","HAT-P-6",2007,"Transit",16.58932000,419.53560000,"Mass",3.85298000000,1675.00,1099.4400,0.0523900000,6570.00,1.620000,1.790000,-0.1300,2.3000,275.35800000
"HAT-P-60 b","HAT-P-60",2021,"Transit",18.28184752,182.43350562,"Mass",4.79478130000,1772.00,1634.0000,0.0627700000,6212.00,2.197000,1.435000,0.0370,2.7650,233.22000000
"HAT-P-61 b","HAT-P-61",2021,"Transit",10.07687365,335.94462620,"Mass",1.90231289000,1505.00,849.5000,0.0301000000,5587.00,0.938000,1.004000,0.1940,2.6000,338.84000000
"HAT-P-62 b","HAT-P-62",2021,"Transit",12.02723629,241.86741773,"Mass",2.64532350000,1512.00,867.2000,0.0377200000,5629.00,1.170000,1.023000,0.4140,8.1000,348.81500000
"HAT-P-63 b","HAT-P-63",2021,"Transit",12.54284940,195.14664190,"Mass",3.37772800000,1237.00,387.4000,0.0429400000,5400.00,0.966100,0.925000,0.2510,9.0000,403.45800000
"HAT-P-64 b","HAT-P-64",2021,"Transit",19.08889413,184.34047606,"Mass",4.00723200000,1766.00,1611.0000,0.0538700000,6457.00,1.735000,1.298000,-0.1130,2.8800,651.89700000
"HAT-P-65 b","HAT-P-65",2016,"Transit",18.05766791,176.07693748,"Mass",2.60544751000,1818.00,1821.0000,0.0404200000,5872.00,1.666000,1.297000,0.2080,3.9000,738.51900000
"HAT-P-66 b","HAT-P-66",2016,"Transit",17.82231000,248.86089000,"Mass",2.97208600000,1896.00,1939.5100,0.0436300000,6002.00,1.881000,1.255000,0.0350,4.6600,935.45600000
"HAT-P-67 b","HAT-P-67",2017,"Transit",23.98721870,143.02278315,"Mass",4.81010690000,1903.00,2029.1700,0.0650500000,6640.00,2.620000,1.730000,0.1400,1.4600,371.68600000
"HAT-P-68 b","HAT-P-68",2020,"Transit",12.01604800,230.10892000,"Mass",2.29840551000,1027.80,184.8000,0.0299600000,4508.00,0.670100,0.678500,-0.0590,11.1000,202.15200000
"HAT-P-69 b","HAT-P-69",2019,"Transit",18.78628400,1137.83140000,"Mass",4.78694910000,1930.00,2320.1800,0.0655500000,7394.00,1.926000,1.648000,-0.0690,1.2700,341.26300000
"HAT-P-7 b","HAT-P-7",2008,"Transit",16.92559000,584.80720000,"Mass",2.20474000000,2733.00,4353.4080,0.0380900000,6389.00,2.000000,1.560000,0.2600,1.7800,341.07900000
"HAT-P-70 b","HAT-P-70",2019,"Transit",20.96083000,2154.88740000,"Mass",2.74432452000,2562.00,5405.6000,0.0473900000,8450.00,1.858000,1.890000,-0.0590,0.6000,330.73900000
"HAT-P-8 b","HAT-P-8",2008,"Transit",15.69260000,406.82240000,"Mass",3.07634000000,1713.00,1519.9645,0.0449600000,6200.00,1.570000,1.270000,0.0100,3.4000,211.55300000
"HAT-P-9 b","HAT-P-9",2008,"Transit",15.61413700,238.05467000,"Mass",3.92281072000,1540.00,931.0000,0.0528700000,6350.00,1.338000,1.281000,0.1200,1.6000,455.20300000
"HATS-1 b","HATS-1",2012,"Transit",14.59400000,589.55000000,"Mass",3.44645900000,1359.00,489.9461,0.0444000000,5870.00,1.038000,0.986000,-0.0600,6.0000,283.97100000
"HATS-10 b","HATS-10",2015,"Transit",10.86152100,167.17858000,"Mass",3.31284600000,1407.00,836.8558,0.0449100000,5880.00,1.105000,1.101000,0.1500,3.3000,534.88900000
"HATS-11 b","HATS-11",2016,"Transit",18.03000000,263.79890000,"Mass",3.61918800000,1596.00,1027.2960,0.0507000000,6563.00,1.540000,1.330000,0.0300,7.7000,944.60300000
"HATS-12 b","HATS-12",2016,"Transit",7.76000000,759.61370000,"Mass",3.14270200000,1446.00,566.4817,0.0441000000,6357.00,1.170000,1.160000,-0.1000,2.3600,746.13800000
"HATS-13 b","HATS-13",2015,"Transit",13.58530800,172.58169000,"Mass",3.04404990000,1244.00,315.9878,0.0405700000,5523.00,0.887000,0.962000,0.0500,2.5000,421.85500000
"HATS-14 b","HATS-14",2015,"Transit",11.64615100,340.39593000,"Mass",2.76676410000,1276.00,505.8840,0.0381500000,5346.00,0.933000,0.967000,0.3300,4.9000,513.01100000
"HATS-15 b","HATS-15",2016,"Transit",12.38594500,689.69110000,"Mass",1.74748753000,1505.00,2201.3363,0.0271200000,5311.00,0.922000,0.871000,0.0000,11.0000,1139.55000000
"HATS-16 b","HATS-16",2016,"Transit",14.57170000,1039.30410000,"Mass",2.68650200000,1592.00,994.8095,0.0374400000,5738.00,1.238000,0.970000,-0.1000,9.5000,757.04400000
"HATS-17 b","HATS-17",2016,"Transit",8.70939300,425.25654000,"Mass",16.25461100000,814.00,72.7000,0.1308000000,5846.00,1.091000,1.131000,0.3000,2.1000,400.33100000
"HATS-18 b","HATS-18",2016,"Transit",14.89676100,629.14448500,"Mass",0.83784000000,2069.48,2990.0000,0.0174000000,5600.00,1.020000,1.037000,0.2800,4.2000,624.36800000
"HATS-2 b","HATS-2",2013,"Transit",12.57647635,435.42491759,"Mass",1.35413379000,1550.00,950.0563,0.0231700000,5227.00,0.876000,0.904000,0.1500,7.2000,341.92500000
"HATS-22 b","HATS-22",2017,"Transit",10.68217700,870.85420000,"Mass",4.72281240000,858.00,111.2990,0.0502500000,4803.00,0.689000,0.759000,0.0000,,229.51800000
"HATS-23 b","HATS-23",2017,"Transit",20.84874000,467.21010000,"Mass",2.16051560000,1654.00,994.8004,0.0339700000,5780.00,1.199000,1.121000,0.2800,4.2000,639.00400000
"HATS-24 b","HATS-24",2017,"Transit",15.63655500,718.29580000,"Mass",1.34849780000,2166.00,2706.9606,0.0238000000,6125.00,1.120000,1.070000,-0.2290,3.7000,494.18200000
"HATS-25 b","HATS-25",2016,"Transit",14.12334000,194.82979000,"Mass",4.29864320000,1277.00,454.8721,0.0516300000,5715.00,1.107000,0.994000,0.0200,7.5000,471.15800000
"HATS-26 b","HATS-26",2016,"Transit",19.61575000,206.58950000,"Mass",3.30238810000,1918.00,2236.5716,0.0473500000,6071.00,2.040000,1.299000,-0.0200,4.0400,861.84300000
"HATS-27 b","HATS-27",2016,"Transit",16.81350000,168.44990000,"Mass",4.63703800000,1659.00,1342.5733,0.0611000000,6438.00,1.740000,1.415000,0.0900,2.3000,816.98800000
"HATS-28 b","HATS-28",2016,"Transit",13.38354600,213.58176000,"Mass",3.18107810000,1253.00,407.8485,0.0413100000,5498.00,0.922000,0.929000,0.0100,6.2000,535.38300000
"HATS-29 b","HATS-29",2016,"Transit",14.02245900,207.54299000,"Mass",4.60587490000,1212.00,356.0000,0.0547500000,5670.00,1.073000,1.032000,0.1600,5.5000,353.89100000
"HATS-3 b","HATS-3",2013,"Transit",15.48000000,340.38200000,"Mass",3.54785100000,1648.00,1212.0044,0.0485000000,6351.00,1.404000,1.209000,-0.1570,3.2000,411.21100000
"HATS-30 b","HATS-30",2016,"Transit",13.17057500,224.38798000,"Mass",3.17435160000,1414.00,718.9097,0.0435400000,5943.00,1.061000,1.093000,0.0600,2.3000,342.14000000
"HATS-31 b","HATS-31",2016,"Transit",18.38276000,279.69040000,"Mass",3.37796000000,1823.00,1619.4060,0.0478000000,6050.00,1.870000,1.275000,0.0000,4.3000,773.97400000
"HATS-32 b","HATS-32",2016,"Transit",14.00004100,292.40360000,"Mass",2.81265480000,1437.00,614.5934,0.0402400000,5700.00,1.097000,1.099000,0.3900,3.5000,745.11600000
"HATS-33 b","HATS-33",2016,"Transit",13.78707000,378.85336000,"Mass",2.54955510000,1429.00,757.1284,0.0372700000,5659.00,1.022000,1.062000,0.2900,3.0000,248.46000000
"HATS-34 b","HATS-34",2016,"Transit",16.02887000,299.07803000,"Mass",2.10616070000,1445.00,691.8428,0.0316600000,5380.00,0.980000,0.955000,0.2500,7.7000,508.84200000
"HATS-35 b","HATS-35",2016,"Transit",16.40997600,388.38826000,"Mass",1.82099930000,2037.00,2440.7000,0.0319900000,6300.00,1.433000,1.317000,0.2100,2.1300,514.55500000
"HATS-36 b","HATS-36",2018,"Transit",12.92000000,1022.14128000,"Mass",4.17518600000,1203.00,561.0000,0.0523000000,5950.00,1.100000,1.100000,0.1500,0.6200,856.43600000
"HATS-37 A b","HATS-37 A",2020,"Transit",6.79265400,31.46517000,"Mass",4.33153660000,1085.00,229.7000,0.0491300000,5326.00,0.877000,0.843000,0.0510,11.4600,211.89600000
"HATS-38 b","HATS-38",2020,"Transit",6.88232600,23.51942000,"Mass",4.37502100000,1294.00,464.7000,0.0503600000,5732.00,1.105000,0.890000,-0.1020,11.8900,343.52500000
"HATS-39 b","HATS-39",2018,"Transit",17.59813000,200.23290000,"Mass",4.57763480000,1645.00,1547.1014,0.0600700000,6572.00,1.621000,1.379000,0.0000,2.0600,878.52100000
"HATS-4 b","HATS-4",2014,"Transit",11.43300000,420.47100000,"Mass",2.51672900000,1315.00,558.8280,0.0362000000,5403.00,0.925000,1.001000,0.4300,2.1000,416.45900000
"HATS-40 b","HATS-40",2018,"Transit",17.71022000,505.34970000,"Mass",3.26427360000,2101.00,3163.3762,0.0499700000,6460.00,2.260000,1.561000,0.0100,2.0700,1342.29000000
"HATS-41 b","HATS-41",2018,"Transit",14.90797000,3082.95100000,"Mass",4.19364900000,1710.00,1300.3125,0.0583000000,6424.00,1.710000,1.496000,0.4700,1.3400,737.66800000
"HATS-42 b","HATS-42",2018,"Transit",15.69260000,597.52040000,"Mass",2.29210200000,1856.00,1637.2058,0.0368900000,6060.00,1.480000,1.273000,0.2200,3.2600,800.37700000
"HATS-43 b","HATS-43",2018,"Transit",13.22662000,82.95363000,"Mass",4.38884970000,1003.00,192.2328,0.0494400000,5099.00,0.812000,0.837000,0.0500,8.6000,362.27300000
"HATS-44 b","HATS-44",2018,"Transit",11.96000300,177.98480000,"Mass",2.74390040000,1161.00,306.4170,0.0364900000,5080.00,0.847000,0.860000,0.3200,9.7000,446.03500000
"HATS-45 b","HATS-45",2018,"Transit",14.41477400,222.48100000,"Mass",4.18762440000,1518.00,811.3504,0.0551100000,6450.00,1.315000,1.272000,0.0200,1.5200,772.11000000
"HATS-46 b","HATS-46",2018,"Transit",10.12172700,54.98459000,"Mass",4.74237290000,1054.00,209.7699,0.0536700000,5495.00,0.853000,0.917000,-0.0600,3.0000,453.80800000
"HATS-47 b","HATS-47",2020,"Transit",12.52045300,117.27927000,"Mass",3.92280380000,852.90,87.7300,0.0426900000,4512.00,0.656400,0.674000,-0.1130,8.1000,300.67000000
"HATS-48 A b","HATS-48 A",2020,"Transit",8.96720000,77.23269000,"Mass",3.13166660000,954.60,137.6000,0.0376900000,4546.00,0.715200,0.727900,0.1860,11.9700,263.60900000
"HATS-49 b","HATS-49",2020,"Transit",8.57488500,112.19399000,"Mass",4.14804670000,834.80,80.4500,0.0451500000,4405.00,0.697700,0.713300,0.2080,10.5000,324.41300000
"HATS-5 b","HATS-5",2014,"Transit",10.22300000,75.32300000,"Mass",4.76338700000,1025.00,183.2395,0.0542000000,5304.00,0.871000,0.936000,0.1900,3.6000,246.38400000
"HATS-50 b","HATS-50",2017,"Transit",12.66617000,123.95370000,"Mass",3.82970150000,1275.39,625.3023,0.0504600000,5990.00,1.117000,1.168000,,1.2000,756.74200000
"HATS-51 b","HATS-51",2017,"Transit",15.80469000,244.09344000,"Mass",3.34887020000,1553.00,740.2246,0.0463900000,5758.00,1.440000,1.187000,,4.7400,389.57000000
"HATS-52 b","HATS-52",2017,"Transit",15.49083800,711.93920000,"Mass",1.36665436000,1834.00,1310.2200,0.0249800000,6010.00,1.046000,1.111000,-0.2843,1.2000,555.13400000
"HATS-53 b","HATS-53",2017,"Transit",15.02006000,189.10885000,"Mass",3.85377680000,1312.00,471.6100,0.0475300000,5644.00,1.101000,0.964000,,9.0000,585.77000000
"HATS-54 b","HATS-54",2019,"Transit",11.37711541,239.32479047,"Mass",2.54417650000,1429.00,476.9650,0.0370000000,5621.00,1.230000,1.050000,0.3700,7.9600,748.58500000
"HATS-55 b","HATS-55",2019,"Transit",14.02245900,292.72143000,"Mass",4.20420010000,1367.00,355.9090,0.0541200000,6214.00,1.126000,1.195500,0.1080,0.4000,609.83800000
"HATS-56 b","HATS-56",2019,"Transit",18.92079200,191.33366000,"Mass",4.32479900000,1902.00,1080.8700,0.0604300000,6536.00,2.201000,1.573000,0.1900,1.8940,564.40900000
"HATS-57 b","HATS-57",2019,"Transit",12.76705100,1000.21101000,"Mass",2.35062100000,1413.40,570.2330,0.0349300000,5587.00,0.960000,1.026000,0.2680,2.5000,279.48500000
"HATS-58 A b","HATS-58 A",2019,"Transit",12.27385500,327.36490000,"Mass",4.21808960000,1721.00,382.7103,0.0579800000,7175.00,1.433000,1.461000,,0.3100,403.59100000
"HATS-59 b","HATS-59",2018,"Transit",12.62133400,256.17098000,"Mass",5.41608100000,1128.00,269.0000,0.0611200000,5670.00,1.036000,1.038000,0.1800,4.3000,642.88400000
"HATS-59 c","HATS-59",2018,"Radial Velocity",12.30000000,4036.44100000,"Msini",1422.00000000000,175.90,0.1590,2.5040000000,5670.00,1.036000,1.038000,0.1800,4.3000,642.88400000
"HATS-6 b","HATS-6",2015,"Transit",11.18658200,101.38777000,"Mass",3.32527250000,712.80,47.3315,0.0362300000,3724.00,0.570000,0.574000,0.2000,8.1000,169.31800000
"HATS-60 b","HATS-60",2018,"Transit",12.92397700,210.40346000,"Mass",3.56082900000,1528.00,903.9000,0.0470800000,5688.00,1.460000,1.097000,0.3350,7.5500,486.47400000
"HATS-61 b","HATS-61",2018,"Transit",13.39475500,1080.62200000,"Mass",7.81795300000,1226.10,374.2000,0.0790800000,5542.00,1.664000,1.076000,0.2470,8.9000,679.76100000
"HATS-62 b","HATS-62",2018,"Transit",11.82549500,56.89157000,"Mass",3.27688370000,1237.00,387.4000,0.0416300000,5416.00,0.933000,0.896000,0.1330,9.5500,523.06700000
"HATS-63 b","HATS-63",2018,"Transit",13.52926300,305.11680000,"Mass",3.05665270000,1398.30,634.1000,0.0402600000,5627.00,1.070000,0.931000,0.0810,10.3000,623.23200000
"HATS-64 b","HATS-64",2018,"Transit",18.81991100,305.11680000,"Mass",4.90889700000,1793.00,1711.0000,0.0656200000,6554.00,2.113000,1.564000,0.2200,1.8610,1080.15000000
"HATS-65 b","HATS-65",2018,"Transit",16.82470900,260.93843000,"Mass",3.10516100000,1634.00,1178.0000,0.0449700000,6277.00,1.310000,1.257000,0.1990,1.7800,493.32000000
"HATS-66 b","HATS-66",2018,"Transit",15.81589900,1694.03390000,"Mass",3.14143910000,1998.00,2637.0000,0.0471400000,6626.00,1.841000,1.411000,-0.0170,2.1700,1477.98000000
"HATS-67 b","HATS-67",2018,"Transit",18.88716500,460.85350000,"Mass",1.60917880000,2193.00,3821.0000,0.0303200000,6594.00,1.441000,1.435000,0.3320,0.5100,960.10900000
"HATS-68 b","HATS-68",2018,"Transit",13.80948800,410.00070000,"Mass",3.58622020000,1741.00,1521.0000,0.0507100000,6147.00,1.748000,1.351000,0.2100,3.0200,603.95500000
"HATS-69 b","HATS-69",2018,"Transit",10.59250500,183.38791000,"Mass",2.22525770000,1295.70,466.6000,0.0321100000,5137.00,0.878500,0.892000,0.3770,8.0000,414.53700000
"HATS-7 b","HATS-7",2015,"Transit",6.31066700,38.13960000,"Mass",3.18531500000,1084.00,211.6178,0.0401200000,4985.00,0.815000,0.849000,0.2500,7.8000,240.70700000
"HATS-70 b","HATS-70",2019,"Transit",15.51325600,4100.00700000,"Mass",1.88823780000,2730.00,9110.0000,0.0363200000,7930.00,1.881000,1.780000,0.0410,0.8100,1458.83000000
"HATS-71 b","HATS-71",2020,"Transit",11.47801600,117.59710000,"Mass",3.79552020000,586.80,18.0832,0.0374500000,3405.00,0.478300,0.486100,0.1700,3.2000,140.22500000
"HATS-72 b","HATS-72",2020,"Transit",8.09738160,39.85588200,"Mass",7.32794740000,739.30,49.5800,0.0665170000,4656.10,0.721400,0.731100,0.0990,12.1700,127.58900000
"HATS-74 A b","HATS-74 A",2021,"Transit",11.56766808,464.02947422,"Mass",1.73185606000,895.10,106.9000,0.0238400000,3776.90,0.575800,0.601000,0.5140,11.0000,299.38900000
"HATS-75 b","HATS-75",2021,"Transit",9.90873894,156.05374784,"Mass",2.78865560000,772.30,59.2600,0.0327420000,3790.40,0.584800,0.601700,0.5220,14.9000,194.96400000
"HATS-76 b","HATS-76",2021,"Transit",12.09449018,835.57088200,"Mass",1.94164230000,939.80,129.8000,0.0265800000,4016.00,0.625900,0.662000,0.3220,4.6000,385.68900000
"HATS-77 b","HATS-77",2021,"Transit",13.05846252,436.69623122,"Mass",3.08762620000,828.30,78.3700,0.0360700000,4071.00,0.642800,0.655000,0.2530,12.1000,436.17600000
"HATS-8 b","HATS-8",2015,"Transit",9.78545700,43.86054000,"Mass",3.58389300000,1324.00,510.8195,0.0466700000,5679.00,1.086000,1.056000,0.2100,5.1000,794.63700000
"HATS-9 b","HATS-9",2015,"Transit",13.85000000,266.02371000,"Mass",1.91529100000,1746.00,2292.0839,0.0312000000,5599.00,1.560000,1.100000,0.3800,10.8000,638.70000000
"HD 100508 b","HD 100508",2026,"Radial Velocity",13.70000000,381.39408840,"Mass",5681.00000000000,106.66,0.0216,6.1100000000,5419.00,1.017900,0.940000,0.3300,,32.75480000
"HD 100546 b","HD 100546",2014,"Imaging",77.34210000,2701.54145950,"Mass",,94.67,0.0113,53.0000000000,10500.00,1.852880,2.400000,,0.0055,109.67700000
"HD 100655 b","HD 100655",2011,"Radial Velocity",13.50000000,511.70630000,"Msini",157.57001000000,907.14,92.9931,0.6800000000,4891.00,10.060000,2.280000,0.0700,1.3090,137.17800000
"HD 100777 b","HD 100777",2007,"Radial Velocity",13.70000000,390.92894061,"Mass",383.00000000000,264.28,0.9345,1.0600000000,5533.00,1.040000,1.080000,-0.2700,5.7000,49.53360000
"HD 101581 b","HIP 56998",2025,"Transit",0.95600000,0.82700000,"M-R relationship",4.46569000000,834.00,80.0000,0.0460000000,4675.00,0.630000,0.653000,-0.3430,6.8800,12.77810000
"HD 101581 c","HIP 56998",2025,"Transit",0.99000000,0.93700000,"M-R relationship",6.20401000000,747.00,52.0000,0.0573000000,4675.00,0.630000,0.653000,-0.3430,6.8800,12.77810000
"HD 10180 e","HD 10180",2010,"Radial Velocity",5.39000000,25.10000000,"Msin(i)/sin(i)",49.74800000000,577.77,20.4541,0.2699000000,5911.00,1.109000,1.060000,0.0800,4.3000,38.96070000
"HD 10180 f","HD 10180",2010,"Radial Velocity",5.24000000,23.90000000,"Msin(i)/sin(i)",122.74400000000,427.54,6.1329,0.4929000000,5911.00,1.109000,1.060000,0.0800,4.3000,38.96070000
"HD 10180 h","HD 10180",2010,"Radial Velocity",9.40000000,64.40000000,"Msin(i)/sin(i)",2205.00000000000,163.24,0.1303,3.3810000000,5911.00,1.109000,1.060000,0.0800,4.3000,38.96070000
"HD 101930 b","HD 101930",2005,"Radial Velocity",10.60000000,79.45750000,"Msini",70.46000000000,417.04,5.4444,0.3000000000,5108.00,0.860000,0.570000,0.1500,1.0000,30.02740000
"HD 102117 b","HD 102117",2005,"Radial Velocity",8.47000000,54.03110000,"Msini",20.81330000000,780.86,63.8539,0.1500000000,5655.00,1.230000,1.060000,0.2800,10.0000,39.57920000
"HD 102195 b","HD 102195",2006,"Radial Velocity",14.20000000,130.31030000,"Msini",4.11377000000,1035.17,185.2000,0.0500000000,5301.00,0.820000,0.760000,0.0400,2.4000,29.33860000
"HD 102272 b","HD 102272",2008,"Radial Velocity",12.90000000,1570.08020000,"Msini",127.58000000000,1038.01,176.4116,0.5100000000,4790.00,10.300000,1.450000,-0.4100,,347.09700000
"HD 102329 b","HD 102329",2011,"Radial Velocity",12.60000000,2593.49280000,"Msini",778.09998000000,532.95,5.9827,1.8100000000,4745.00,9.820000,3.210000,0.0500,1.6000,217.10700000
"HD 102329 c","HD 102329",2016,"Radial Velocity",13.50000000,483.10160000,"Msini",1123.00000000000,,,,4830.00,6.300000,1.300000,0.3000,1.6000,217.10700000
"HD 102843 b","HD 102843",2019,"Radial Velocity",13.10000000,113.90000000,"Msini",3090.94200000000,127.34,0.0438,4.0740000000,5436.00,0.961488,0.950000,0.1600,,62.75800000
"HD 102888 b","HD 102888",2025,"Radial Velocity",12.80000000,1808.44363583,"Msini",252.06000000000,688.63,37.4512,1.0500000000,4990.00,8.600000,2.420000,0.0700,,126.48400000
"HD 102956 b","HD 102956",2010,"Radial Velocity",13.80000000,305.11680000,"Msini",6.49470000000,1804.96,1781.1928,0.0807000000,4985.00,4.550000,1.660000,0.1900,2.3000,121.89000000
"HD 103197 b","HD 103197",2011,"Radial Velocity",5.83000000,28.60470000,"Msini",47.84000000000,474.97,7.5200,0.2500000000,5250.00,0.880000,0.800000,0.2200,9.1000,57.14630000
"HD 103720 b","HD 103720",2014,"Radial Velocity",14.10000000,197.04600000,"Msini",4.55570000000,926.24,140.3478,0.0498000000,5017.00,0.730000,0.794000,-0.0200,3.8000,45.53520000
"HD 103774 b","HD 103774",2013,"Radial Velocity",13.30000000,116.00000000,"Msini",5.88810000000,1487.08,714.1738,0.0700000000,6489.00,1.581047,1.335000,0.2800,1.0500,56.40890000
"HD 103891 b","HD 103891",2022,"Radial Velocity",13.20000000,918.52409623,"Mass",1919.00000000000,241.25,0.5714,3.2700000000,6072.00,2.220000,1.280000,-0.1900,3.6800,55.52130000
"HD 103949 b","HD 103949",2019,"Radial Velocity",3.35000000,11.20000000,"Msini",120.87800000000,302.65,1.3983,0.4390000000,4792.00,0.753113,0.770000,-0.0700,,26.49970000
"HD 104067 b","HD 104067",2011,"Radial Velocity",9.20000000,62.10000000,"Msini",55.85100000000,407.83,4.2965,0.2674000000,4952.00,0.780000,0.820000,0.1100,4.3300,20.36320000
"HD 104067 c","HD 104067",2024,"Radial Velocity",3.69000000,13.20000000,"Msini",13.89920000000,648.36,27.4455,0.1058000000,4952.00,0.780000,0.820000,0.1100,4.3300,20.36320000
"HD 10442 b","HD 10442",2014,"Radial Velocity",13.60000000,472.61321000,"Msini",1032.30000000000,234.49,0.5054,2.0100000000,4912.00,1.970000,1.010000,0.1100,10.6500,135.37400000
"HD 104985 b","HD 104985",2003,"Radial Velocity",12.80000000,1766.80811451,"Msini",199.68000000000,901.01,115.1548,0.7150000000,4738.00,11.120000,1.220000,-0.3200,,100.57600000
"HD 105618 b","HD 105618",2022,"Radial Velocity",5.44000000,25.42627256,"Msini",10.02245000000,1023.19,182.6347,0.0910000000,5671.00,1.273990,1.010000,,,70.08370000
"HD 105618 c","HD 105618",2022,"Radial Velocity",11.90000000,8419.59232984,"Mass",77114.07158000000,51.64,0.0012,35.7310000000,5671.00,1.273990,1.010000,,,70.08370000
"HD 105779 b","HD 105779",2022,"Radial Velocity",14.10000000,203.41018048,"Msini",2412.00000000000,147.29,0.0683,3.3800000000,5792.00,0.940000,0.890000,-0.2500,7.5400,55.24110000
"HD 106252 b","HD 106252",2002,"Radial Velocity",12.50000000,3178.28407000,"Mass",1535.00000000000,178.13,0.1884,2.6550000000,5874.00,1.050000,1.050000,-0.0600,3.0000,38.18500000
"HD 106270 b","HD 106270",2011,"Radial Velocity",12.40000000,3623.24383980,"Mass",1888.00000000000,237.07,0.5110,3.3400000000,5509.00,2.660000,1.390000,0.0600,4.3000,93.80800000
"HD 106315 b","HD 106315",2017,"Transit",2.44000000,12.60000000,"Mass",9.55237000000,1153.00,277.0000,0.0907000000,6327.00,1.296000,1.091000,-0.3110,4.4800,109.35300000
"HD 106315 c","HD 106315",2017,"Transit",4.35000000,15.20000000,"Mass",21.05704000000,886.00,97.0000,0.1536000000,6327.00,1.296000,1.091000,-0.3110,4.4800,109.35300000
"HD 10647 b","HD 10647",2006,"Radial Velocity",13.80000000,298.75000000,"Msini",989.20000000000,221.54,0.3471,2.0150000000,6218.00,1.100000,1.110000,0.0000,1.4000,17.33570000
